variable,value,prop,region,zona,sitio,manejo,plantacion,cosecha
Y01070201080521,184.400000,01,07,02,01,08,-05,21
Y01070201080224,424.500000,01,07,02,01,08,-02,24
Y01070201080125,44.510000,01,07,02,01,08,-01,25
Y01070201093000,6.626000,01,07,02,01,09,-30,00
Y01070201092800,3.430000,01,07,02,01,09,-28,00
Y01070201092700,0.750000,01,07,02,01,09,-27,00
Y01070201092600,41.620000,01,07,02,01,09,-26,00
Y01070201092501,2.030000,01,07,02,01,09,-25,01
Y01070201092303,18.200000,01,07,02,01,09,-23,03
Y01070201092105,43.640000,01,07,02,01,09,-21,05
Y01070201092006,11.850000,01,07,02,01,09,-20,06
Y01070201091907,0.420000,01,07,02,01,09,-19,07
Y01070201091610,59.370000,01,07,02,01,09,-16,10
Y01070201090917,77.990000,01,07,02,01,09,-09,17
Y01070201090818,350.100000,01,07,02,01,09,-08,18
Y01070201090719,364.600000,01,07,02,01,09,-07,19
Y01070201090620,661.200000,01,07,02,01,09,-06,20
Y01070201090521,151.400000,01,07,02,01,09,-05,21
Y01070201090422,315.100000,01,07,02,01,09,-04,22
Y01070201090323,47.830000,01,07,02,01,09,-03,23
Y01070201090224,53.660000,01,07,02,01,09,-02,24
Y01070201090125,216.700000,01,07,02,01,09,-01,25
Y01070201103000,48.350000,01,07,02,01,10,-30,00
Y01070201102900,4.655000,01,07,02,01,10,-29,00
Y01070201102303,36.910000,01,07,02,01,10,-23,03
Y01070201102204,60.520000,01,07,02,01,10,-22,04
Y01070201101907,37.960000,01,07,02,01,10,-19,07
Y01070201101808,327.500000,01,07,02,01,10,-18,08
Y01070201101709,120.300000,01,07,02,01,10,-17,09
Y01070201101610,903.100000,01,07,02,01,10,-16,10
Y01070201101511,123.200000,01,07,02,01,10,-15,11
Y01070201101412,111.800000,01,07,02,01,10,-14,12
Y01070201101313,281.600000,01,07,02,01,10,-13,13
Y01070201101214,270.800000,01,07,02,01,10,-12,14
Y01070201101115,401.700000,01,07,02,01,10,-11,15
Y01070201101016,84.200000,01,07,02,01,10,-10,16
Y01070201100917,495.700000,01,07,02,01,10,-09,17
Y01070201112000,71.150000,01,07,02,01,11,-20,00
Y01070201111900,16.190000,01,07,02,01,11,-19,00
Y01070201111701,5.030000,01,07,02,01,11,-17,01
Y01070201111602,1.010000,01,07,02,01,11,-16,02
Y01070201111503,1.680000,01,07,02,01,11,-15,03
Y01070201111404,36.460000,01,07,02,01,11,-14,04
Y01070201111305,10.260000,01,07,02,01,11,-13,05
Y01070201110909,14.410000,01,07,02,01,11,-09,09
Y01070201110612,56.650000,01,07,02,01,11,-06,12
Y01070202013000,194.400000,01,07,02,02,01,-30,00
Y01070202012900,4.884000,01,07,02,02,01,-29,00
Y01070202012800,25.930000,01,07,02,02,01,-28,00
Y01070202012700,27.080000,01,07,02,02,01,-27,00
Y01070202012600,73.190000,01,07,02,02,01,-26,00
Y01070202012500,19.690000,01,07,02,02,01,-25,00
Y01070202012400,54.500000,01,07,02,02,01,-24,00
Y01070202012300,24.590000,01,07,02,02,01,-23,00
Y01070202012201,45.610000,01,07,02,02,01,-22,01
Y01070202012102,64.160000,01,07,02,02,01,-21,02
Y01070202012003,16.230000,01,07,02,02,01,-20,03
Y01070202011904,144.300000,01,07,02,02,01,-19,04
Y01070202011805,127.500000,01,07,02,02,01,-18,05
Y01070202011706,265.900000,01,07,02,02,01,-17,06
Y01070202011607,239.900000,01,07,02,02,01,-16,07
Y01070202011508,69.800000,01,07,02,02,01,-15,08
Y01070202011409,63.610000,01,07,02,02,01,-14,09
Y01070202011310,229.000000,01,07,02,02,01,-13,10
Y01070202011211,218.900000,01,07,02,02,01,-12,11
Y01070202011112,222.000000,01,07,02,02,01,-11,12
Y01070202011013,43.210000,01,07,02,02,01,-10,13
Y01070202010716,103.200000,01,07,02,02,01,-07,16
Y01070202010617,214.600000,01,07,02,02,01,-06,17
Y01070202010518,46.970000,01,07,02,02,01,-05,18
Y01070202010122,285.000000,01,07,02,02,01,-01,22
Y01070202023000,38.590000,01,07,02,02,02,-30,00
Y01070202022900,4.717000,01,07,02,02,02,-29,00
Y01070202022800,9.000000,01,07,02,02,02,-28,00
Y01070202022700,132.000000,01,07,02,02,02,-27,00
Y01070202022600,147.200000,01,07,02,02,02,-26,00
Y01070202022500,76.120000,01,07,02,02,02,-25,00
Y01070202022400,41.960000,01,07,02,02,02,-24,00
Y01070202022300,17.210000,01,07,02,02,02,-23,00
Y01070202022201,124.200000,01,07,02,02,02,-22,01
Y01070202022102,167.900000,01,07,02,02,02,-21,02
Y01070202022003,86.820000,01,07,02,02,02,-20,03
Y01070202021904,74.210000,01,07,02,02,02,-19,04
Y01070202021805,63.450000,01,07,02,02,02,-18,05
Y01070202021706,0.250000,01,07,02,02,02,-17,06
Y01070202021607,0.690000,01,07,02,02,02,-16,07
Y01070202021508,13.280000,01,07,02,02,02,-15,08
Y01070202021211,0.520000,01,07,02,02,02,-12,11
Y01070202021112,3.360000,01,07,02,02,02,-11,12
Y01070202021013,668.900000,01,07,02,02,02,-10,13
Y01070202020914,445.700000,01,07,02,02,02,-09,14
Y01070202020815,699.200000,01,07,02,02,02,-08,15
Y01070202020716,116.700000,01,07,02,02,02,-07,16
Y01070202020617,10.480000,01,07,02,02,02,-06,17
Y01070202020518,366.700000,01,07,02,02,02,-05,18
Y01070202020419,321.500000,01,07,02,02,02,-04,19
Y01070202020320,34.420000,01,07,02,02,02,-03,20
Y01070202020221,263.900000,01,07,02,02,02,-02,21
Y01070202020122,87.670000,01,07,02,02,02,-01,22
Y01070202033000,3.018000,01,07,02,02,03,-30,00
Y01070202032900,0.378400,01,07,02,02,03,-29,00
Y01070202032800,0.560000,01,07,02,02,03,-28,00
Y01070202032700,0.170000,01,07,02,02,03,-27,00
Y01070202032600,10.110000,01,07,02,02,03,-26,00
Y01070202032500,23.980000,01,07,02,02,03,-25,00
Y01070202032400,5.720000,01,07,02,02,03,-24,00
Y01070202032300,2.900000,01,07,02,02,03,-23,00
Y01070202032201,18.510000,01,07,02,02,03,-22,01
Y01070202032102,39.710000,01,07,02,02,03,-21,02
Y01070202032003,60.730000,01,07,02,02,03,-20,03
Y01070202031409,1.160000,01,07,02,02,03,-14,09
Y01070202031310,3.750000,01,07,02,02,03,-13,10
Y01070202031211,18.230000,01,07,02,02,03,-12,11
Y01070202030914,0.300000,01,07,02,02,03,-09,14
Y01070202072900,1.320000,01,07,02,02,07,-29,00
Y01070202072600,0.480000,01,07,02,02,07,-26,00
Y01070202072402,0.220000,01,07,02,02,07,-24,02
Y01070202072303,11.560000,01,07,02,02,07,-23,03
Y01070202071214,473.900000,01,07,02,02,07,-12,14
Y01070202071115,95.830000,01,07,02,02,07,-11,15
Y01070202071016,116.100000,01,07,02,02,07,-10,16
Y01070202070917,215.000000,01,07,02,02,07,-09,17
Y01070202070224,17.860000,01,07,02,02,07,-02,24
Y01070202070125,2.410000,01,07,02,02,07,-01,25
Y01070202083000,0.070400,01,07,02,02,08,-30,00
Y01070202082402,38.210000,01,07,02,02,08,-24,02
Y01070202082303,21.760000,01,07,02,02,08,-23,03
Y01070202082105,13.810000,01,07,02,02,08,-21,05
Y01070202081808,40.760000,01,07,02,02,08,-18,08
Y01070202081709,123.500000,01,07,02,02,08,-17,09
Y01070202081610,24.390000,01,07,02,02,08,-16,10
Y01070202081511,154.200000,01,07,02,02,08,-15,11
Y01070202081412,66.490000,01,07,02,02,08,-14,12
Y01070202081313,55.990000,01,07,02,02,08,-13,13
Y01070202081115,61.910000,01,07,02,02,08,-11,15
Y01070202081016,96.770000,01,07,02,02,08,-10,16
Y01070202080818,13.310000,01,07,02,02,08,-08,18
Y01070202080620,16.350000,01,07,02,02,08,-06,20
Y01070202080521,10.740000,01,07,02,02,08,-05,21
Y01070202080422,255.000000,01,07,02,02,08,-04,22
Y01070202080323,524.100000,01,07,02,02,08,-03,23
Y01070202080224,63.150000,01,07,02,02,08,-02,24
Y01070202080125,350.200000,01,07,02,02,08,-01,25
Y01070202093000,1.100000,01,07,02,02,09,-30,00
Y01070202092600,10.670000,01,07,02,02,09,-26,00
Y01070202092303,1.640000,01,07,02,02,09,-23,03
Y01070202092204,27.510000,01,07,02,02,09,-22,04
Y01070202103000,10.080000,01,07,02,02,10,-30,00
Y01070202102900,5.808000,01,07,02,02,10,-29,00
Y01070202102700,1.490000,01,07,02,02,10,-27,00
Y01070202102501,0.390000,01,07,02,02,10,-25,01
Y01070202102402,14.620000,01,07,02,02,10,-24,02
Y01070202102303,20.680000,01,07,02,02,10,-23,03
Y01070202102204,40.070000,01,07,02,02,10,-22,04
Y01070202102105,3.830000,01,07,02,02,10,-21,05
Y01070202102006,50.350000,01,07,02,02,10,-20,06
Y01070202101808,0.440000,01,07,02,02,10,-18,08
Y01070202101709,5.910000,01,07,02,02,10,-17,09
Y01070202101610,40.780000,01,07,02,02,10,-16,10
Y01070202101511,16.280000,01,07,02,02,10,-15,11
Y01070202101412,124.600000,01,07,02,02,10,-14,12
Y01070202101313,312.600000,01,07,02,02,10,-13,13
Y01070202101214,28.290000,01,07,02,02,10,-12,14
Y01070202101115,10.170000,01,07,02,02,10,-11,15
Y01070202101016,167.100000,01,07,02,02,10,-10,16
Y01070202100917,73.420000,01,07,02,02,10,-09,17
Y01070202100818,13.680000,01,07,02,02,10,-08,18
Y01070202100719,196.000000,01,07,02,02,10,-07,19
Y01070202100620,22.510000,01,07,02,02,10,-06,20
Y01070202100521,33.220000,01,07,02,02,10,-05,21
Y01070202100422,45.220000,01,07,02,02,10,-04,22
Y01070202100323,9.020000,01,07,02,02,10,-03,23
Y01070202100125,176.400000,01,07,02,02,10,-01,25
Y01070202112000,23.070000,01,07,02,02,11,-20,00
Y01070202111404,39.140000,01,07,02,02,11,-14,04
Y01070202111305,0.860000,01,07,02,02,11,-13,05
Y01070202111206,0.840000,01,07,02,02,11,-12,06
Y01070202110909,6.700000,01,07,02,02,11,-09,09
Y01070202110810,47.870000,01,07,02,02,11,-08,10
Y01070203013000,395.300000,01,07,02,03,01,-30,00
Y01070203012900,16.280000,01,07,02,03,01,-29,00
Y01070203012800,62.200000,01,07,02,03,01,-28,00
Y01070203012700,74.390000,01,07,02,03,01,-27,00
Y01070203012600,188.100000,01,07,02,03,01,-26,00
Y01070203012500,31.560000,01,07,02,03,01,-25,00
Y01070203012400,68.280000,01,07,02,03,01,-24,00
Y01070203012300,75.920000,01,07,02,03,01,-23,00
Y01070203012201,44.730000,01,07,02,03,01,-22,01
Y01070203012102,23.150000,01,07,02,03,01,-21,02
Y01070203012003,0.150000,01,07,02,03,01,-20,03
Y01070203011904,189.400000,01,07,02,03,01,-19,04
Y01070203011805,34.710000,01,07,02,03,01,-18,05
Y01070203011706,26.820000,01,07,02,03,01,-17,06
Y01070203011607,92.670000,01,07,02,03,01,-16,07
Y01070203011409,52.700000,01,07,02,03,01,-14,09
Y01070203011310,96.100000,01,07,02,03,01,-13,10
Y01070203011211,38.600000,01,07,02,03,01,-12,11
Y01070203011112,4.850000,01,07,02,03,01,-11,12
Y01070203010914,11.160000,01,07,02,03,01,-09,14
Y01070203010815,34.570000,01,07,02,03,01,-08,15
Y01070203010716,54.290000,01,07,02,03,01,-07,16
Y01070203010617,61.910000,01,07,02,03,01,-06,17
Y01070203010518,205.100000,01,07,02,03,01,-05,18
Y01070203010320,27.250000,01,07,02,03,01,-03,20
Y01070203023000,76.680000,01,07,02,03,02,-30,00
Y01070203022900,18.300000,01,07,02,03,02,-29,00
Y01070203022800,27.050000,01,07,02,03,02,-28,00
Y01070203022700,19.400000,01,07,02,03,02,-27,00
Y01070203022600,23.020000,01,07,02,03,02,-26,00
Y01070203022500,53.990000,01,07,02,03,02,-25,00
Y01070203022400,22.670000,01,07,02,03,02,-24,00
Y01070203022300,9.830000,01,07,02,03,02,-23,00
Y01070203022201,50.010000,01,07,02,03,02,-22,01
Y01070203022102,81.990000,01,07,02,03,02,-21,02
Y01070203022003,0.580000,01,07,02,03,02,-20,03
Y01070203021904,6.040000,01,07,02,03,02,-19,04
Y01070203021805,45.950000,01,07,02,03,02,-18,05
Y01070203021607,23.130000,01,07,02,03,02,-16,07
Y01070203021211,11.170000,01,07,02,03,02,-12,11
Y01070203021112,284.100000,01,07,02,03,02,-11,12
Y01070203021013,15.590000,01,07,02,03,02,-10,13
Y01070203020815,21.660000,01,07,02,03,02,-08,15
Y01070203020716,22.380000,01,07,02,03,02,-07,16
Y01070203020518,114.800000,01,07,02,03,02,-05,18
Y01070203020419,26.850000,01,07,02,03,02,-04,19
Y01070203020320,282.200000,01,07,02,03,02,-03,20
Y01070203020221,97.650000,01,07,02,03,02,-02,21
Y01070203020122,220.500000,01,07,02,03,02,-01,22
Y01070203033000,0.325600,01,07,02,03,03,-30,00
Y01070203032900,4.400000,01,07,02,03,03,-29,00
Y01070203032800,0.190000,01,07,02,03,03,-28,00
Y01070203032700,41.750000,01,07,02,03,03,-27,00
Y01070203032600,15.540000,01,07,02,03,03,-26,00
Y01070203032500,19.150000,01,07,02,03,03,-25,00
Y01070203032400,41.930000,01,07,02,03,03,-24,00
Y01070203032300,2.290000,01,07,02,03,03,-23,00
Y01070203032201,11.620000,01,07,02,03,03,-22,01
Y01070203032102,6.270000,01,07,02,03,03,-21,02
Y01070203032003,0.210000,01,07,02,03,03,-20,03
Y01070203031607,3.060000,01,07,02,03,03,-16,07
Y01070203031409,0.900000,01,07,02,03,03,-14,09
Y01070203031211,4.720000,01,07,02,03,03,-12,11
Y01070203073000,17.870000,01,07,02,03,07,-30,00
Y01070203072600,1.880000,01,07,02,03,07,-26,00
Y01070203072006,4.370000,01,07,02,03,07,-20,06
Y01070203071907,3.040000,01,07,02,03,07,-19,07
Y01070203071214,159.600000,01,07,02,03,07,-12,14
Y01070203071115,138.800000,01,07,02,03,07,-11,15
Y01070203071016,167.200000,01,07,02,03,07,-10,16
Y01070203070917,34.790000,01,07,02,03,07,-09,17
Y01070203081709,166.900000,01,07,02,03,08,-17,09
Y01070203081412,27.600000,01,07,02,03,08,-14,12
Y01070203081313,254.400000,01,07,02,03,08,-13,13
Y01070203081016,68.640000,01,07,02,03,08,-10,16
Y01070203080620,21.210000,01,07,02,03,08,-06,20
Y01070203080323,238.600000,01,07,02,03,08,-03,23
Y01070203080224,15.560000,01,07,02,03,08,-02,24
Y01070203093000,23.760000,01,07,02,03,09,-30,00
Y01070203092800,4.630000,01,07,02,03,09,-28,00
Y01070203103000,9.838000,01,07,02,03,10,-30,00
Y01070203102900,0.440000,01,07,02,03,10,-29,00
Y01070203102303,1.020000,01,07,02,03,10,-23,03
Y01070203102204,5.880000,01,07,02,03,10,-22,04
Y01070203101610,13.100000,01,07,02,03,10,-16,10
Y01070203101412,45.070000,01,07,02,03,10,-14,12
Y01070203101313,34.370000,01,07,02,03,10,-13,13
Y01070203101016,1.950000,01,07,02,03,10,-10,16
Y01070203100917,22.620000,01,07,02,03,10,-09,17
Y01070203100818,28.030000,01,07,02,03,10,-08,18
Y01070203100521,116.500000,01,07,02,03,10,-05,21
Y01070203100422,110.300000,01,07,02,03,10,-04,22
Y01070203100323,33.520000,01,07,02,03,10,-03,23
Y01070203100224,12.630000,01,07,02,03,10,-02,24
Y01070203100125,10.740000,01,07,02,03,10,-01,25
Y01070203112000,12.350000,01,07,02,03,11,-20,00
Y01070203111602,21.100000,01,07,02,03,11,-16,02
Y01070203111404,20.060000,01,07,02,03,11,-14,04
Y01070203111305,5.030000,01,07,02,03,11,-13,05
Y01070203111206,1.130000,01,07,02,03,11,-12,06
Y01070203111107,0.120000,01,07,02,03,11,-11,07
Y01070203110315,32.870000,01,07,02,03,11,-03,15
Y01070204013000,308.600000,01,07,02,04,01,-30,00
Y01070204012900,0.660000,01,07,02,04,01,-29,00
Y01070204012800,63.730000,01,07,02,04,01,-28,00
Y01070204012700,107.700000,01,07,02,04,01,-27,00
Y01070204012600,63.450000,01,07,02,04,01,-26,00
Y01070204012500,99.210000,01,07,02,04,01,-25,00
Y01070204012400,88.480000,01,07,02,04,01,-24,00
Y01070204012300,13.010000,01,07,02,04,01,-23,00
Y01070204012201,6.930000,01,07,02,04,01,-22,01
Y01070204012102,16.020000,01,07,02,04,01,-21,02
Y01070204012003,1.320000,01,07,02,04,01,-20,03
Y01070204011904,2.190000,01,07,02,04,01,-19,04
Y01070204011805,1.510000,01,07,02,04,01,-18,05
Y01070204011706,36.880000,01,07,02,04,01,-17,06
Y01070204011607,0.220000,01,07,02,04,01,-16,07
Y01070204011409,41.720000,01,07,02,04,01,-14,09
Y01070204011310,17.640000,01,07,02,04,01,-13,10
Y01070204011112,11.060000,01,07,02,04,01,-11,12
Y01070204010419,9.830000,01,07,02,04,01,-04,19
Y01070204023000,38.340000,01,07,02,04,02,-30,00
Y01070204022900,0.325600,01,07,02,04,02,-29,00
Y01070204022800,27.590000,01,07,02,04,02,-28,00
Y01070204022700,16.620000,01,07,02,04,02,-27,00
Y01070204022600,27.690000,01,07,02,04,02,-26,00
Y01070204022500,39.540000,01,07,02,04,02,-25,00
Y01070204022400,8.790000,01,07,02,04,02,-24,00
Y01070204022300,38.370000,01,07,02,04,02,-23,00
Y01070204022201,14.700000,01,07,02,04,02,-22,01
Y01070204022102,0.850000,01,07,02,04,02,-21,02
Y01070204022003,2.050000,01,07,02,04,02,-20,03
Y01070204021805,1.850000,01,07,02,04,02,-18,05
Y01070204021706,67.330000,01,07,02,04,02,-17,06
Y01070204021607,29.730000,01,07,02,04,02,-16,07
Y01070204021508,2.400000,01,07,02,04,02,-15,08
Y01070204021211,65.320000,01,07,02,04,02,-12,11
Y01070204021013,5.580000,01,07,02,04,02,-10,13
Y01070204020815,0.640000,01,07,02,04,02,-08,15
Y01070204020617,5.410000,01,07,02,04,02,-06,17
Y01070204020518,109.600000,01,07,02,04,02,-05,18
Y01070204020419,20.310000,01,07,02,04,02,-04,19
Y01070204020320,448.000000,01,07,02,04,02,-03,20
Y01070204020221,3.700000,01,07,02,04,02,-02,21
Y01070204020122,150.800000,01,07,02,04,02,-01,22
Y01070204033000,2.622000,01,07,02,04,03,-30,00
Y01070204032900,0.484000,01,07,02,04,03,-29,00
Y01070204032600,12.090000,01,07,02,04,03,-26,00
Y01070204032500,2.120000,01,07,02,04,03,-25,00
Y01070204032400,0.330000,01,07,02,04,03,-24,00
Y01070204032201,0.530000,01,07,02,04,03,-22,01
Y01070204032102,3.580000,01,07,02,04,03,-21,02
Y01070204031508,0.970000,01,07,02,04,03,-15,08
Y01070204093000,1.012000,01,07,02,04,09,-30,00
Y01070204103000,36.560000,01,07,02,04,10,-30,00
Y01070204102800,1.950000,01,07,02,04,10,-28,00
Y01070204102700,1.070000,01,07,02,04,10,-27,00
Y01070204102600,0.920000,01,07,02,04,10,-26,00
Y01070204102303,0.840000,01,07,02,04,10,-23,03
Y01070204101313,2.890000,01,07,02,04,10,-13,13
Y01070204112000,112.000000,01,07,02,04,11,-20,00
Y01070204111900,3.520000,01,07,02,04,11,-19,00
Y01070204111800,9.510000,01,07,02,04,11,-18,00
Y01070204111701,2.160000,01,07,02,04,11,-17,01
Y01070204111602,16.280000,01,07,02,04,11,-16,02
Y01070204111503,109.600000,01,07,02,04,11,-15,03
Y01070204111404,168.300000,01,07,02,04,11,-14,04
Y01070204111305,221.100000,01,07,02,04,11,-13,05
Y01070204111206,641.000000,01,07,02,04,11,-12,06
Y01070204111107,101.900000,01,07,02,04,11,-11,07
Y01070204111008,447.200000,01,07,02,04,11,-10,08
Y01070204110909,146.100000,01,07,02,04,11,-09,09
Y01070204110810,155.200000,01,07,02,04,11,-08,10
Y01070204110612,252.100000,01,07,02,04,11,-06,12
Y01070204110513,888.300000,01,07,02,04,11,-05,13
Y01070204110414,262.200000,01,07,02,04,11,-04,14
Y01070204110315,694.200000,01,07,02,04,11,-03,15
Y01070204110216,167.800000,01,07,02,04,11,-02,16
Y01070204121206,1.140000,01,07,02,04,12,-12,06
Y01070401013000,0.985600,01,07,04,01,01,-30,00
Y01070401012800,5.460000,01,07,04,01,01,-28,00
Y01070401012700,12.980000,01,07,04,01,01,-27,00
Y01070401012500,0.850000,01,07,04,01,01,-25,00
Y01070401012400,22.500000,01,07,04,01,01,-24,00
Y01070401012201,17.450000,01,07,04,01,01,-22,01
Y01070401012102,59.660000,01,07,04,01,01,-21,02
Y01070401012003,18.070000,01,07,04,01,01,-20,03
Y01070401011904,82.620000,01,07,04,01,01,-19,04
Y01070401011805,596.500000,01,07,04,01,01,-18,05
Y01070401011706,507.000000,01,07,04,01,01,-17,06
Y01070401011607,90.120000,01,07,04,01,01,-16,07
Y01070401011508,23.250000,01,07,04,01,01,-15,08
Y01070401011409,25.270000,01,07,04,01,01,-14,09
Y01070401011211,428.500000,01,07,04,01,01,-12,11
Y01070401010914,6.120000,01,07,04,01,01,-09,14
Y01070401010716,53.750000,01,07,04,01,01,-07,16
Y01070401010617,465.200000,01,07,04,01,01,-06,17
Y01070401010518,124.800000,01,07,04,01,01,-05,18
Y01070401010419,252.700000,01,07,04,01,01,-04,19
Y01070401010320,320.100000,01,07,04,01,01,-03,20
Y01070401010221,9.060000,01,07,04,01,01,-02,21
Y01070401010122,67.050000,01,07,04,01,01,-01,22
Y01070401022900,6.116000,01,07,04,01,02,-29,00
Y01070401022800,19.870000,01,07,04,01,02,-28,00
Y01070401022700,11.550000,01,07,04,01,02,-27,00
Y01070401022600,75.450000,01,07,04,01,02,-26,00
Y01070401022500,216.700000,01,07,04,01,02,-25,00
Y01070401022400,357.000000,01,07,04,01,02,-24,00
Y01070401022300,161.800000,01,07,04,01,02,-23,00
Y01070401022201,856.400000,01,07,04,01,02,-22,01
Y01070401022102,315.700000,01,07,04,01,02,-21,02
Y01070401022003,156.600000,01,07,04,01,02,-20,03
Y01070401021904,165.200000,01,07,04,01,02,-19,04
Y01070401021805,232.200000,01,07,04,01,02,-18,05
Y01070401021706,582.700000,01,07,04,01,02,-17,06
Y01070401021607,4.110000,01,07,04,01,02,-16,07
Y01070401021508,37.870000,01,07,04,01,02,-15,08
Y01070401021409,26.200000,01,07,04,01,02,-14,09
Y01070401021211,81.130000,01,07,04,01,02,-12,11
Y01070401021112,35.220000,01,07,04,01,02,-11,12
Y01070401021013,123.700000,01,07,04,01,02,-10,13
Y01070401020815,51.090000,01,07,04,01,02,-08,15
Y01070401020716,38.500000,01,07,04,01,02,-07,16
Y01070401020617,1.940000,01,07,04,01,02,-06,17
Y01070401020320,180.600000,01,07,04,01,02,-03,20
Y01070401020221,244.600000,01,07,04,01,02,-02,21
Y01070401020122,193.100000,01,07,04,01,02,-01,22
Y01070401033000,3.212000,01,07,04,01,03,-30,00
Y01070401032500,4.350000,01,07,04,01,03,-25,00
Y01070401032400,3.890000,01,07,04,01,03,-24,00
Y01070401032300,7.870000,01,07,04,01,03,-23,00
Y01070401032201,74.130000,01,07,04,01,03,-22,01
Y01070401032102,21.120000,01,07,04,01,03,-21,02
Y01070401032003,181.900000,01,07,04,01,03,-20,03
Y01070401031904,5.930000,01,07,04,01,03,-19,04
Y01070401031805,3.010000,01,07,04,01,03,-18,05
Y01070401031706,4.910000,01,07,04,01,03,-17,06
Y01070401031607,7.710000,01,07,04,01,03,-16,07
Y01070401071214,10.470000,01,07,04,01,07,-12,14
Y01070401070917,42.400000,01,07,04,01,07,-09,17
Y01070401082204,32.520000,01,07,04,01,08,-22,04
Y01070401082006,74.110000,01,07,04,01,08,-20,06
Y01070401081907,7.300000,01,07,04,01,08,-19,07
Y01070401081610,11.250000,01,07,04,01,08,-16,10
Y01070401081313,9.100000,01,07,04,01,08,-13,13
Y01070401081214,125.700000,01,07,04,01,08,-12,14
Y01070401081016,93.490000,01,07,04,01,08,-10,16
Y01070401080917,27.010000,01,07,04,01,08,-09,17
Y01070401080818,105.200000,01,07,04,01,08,-08,18
Y01070401080719,36.680000,01,07,04,01,08,-07,19
Y01070401080620,152.500000,01,07,04,01,08,-06,20
Y01070401080323,256.600000,01,07,04,01,08,-03,23
Y01070401080125,23.120000,01,07,04,01,08,-01,25
Y01070401093000,1.276000,01,07,04,01,09,-30,00
Y01070401092700,8.150000,01,07,04,01,09,-27,00
Y01070401092600,119.000000,01,07,04,01,09,-26,00
Y01070401092303,72.280000,01,07,04,01,09,-23,03
Y01070401092105,142.900000,01,07,04,01,09,-21,05
